[20:17:37] Name: dadas, Id: 47, Type: 11, Entity: 0, Amount: 2, Value: 0, Desc: Lvl: 2, HP: 27 +7
[20:17:37] Name: dadas, Id: 47, Type: 11, Entity: 0, Amount: 29, Value: 0, Desc: Lvl: 29, HP: 217 +6
[20:17:37] Name: dadas, Id: 47, Type: 11, Entity: 0, Amount: 30, Value: 0, Desc: Lvl: 30, HP: 224 +7
[20:17:37] Name: dadas, Id: 47, Type: 11, Entity: 0, Amount: 31, Value: 0, Desc: Lvl: 31, HP: 229 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 2, Value: 0, Desc: Lvl: 2, HP: 27 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 3, Value: 0, Desc: Lvl: 3, HP: 34 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 4, Value: 0, Desc: Lvl: 4, HP: 42 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 5, Value: 0, Desc: Lvl: 5, HP: 49 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 6, Value: 0, Desc: Lvl: 6, HP: 54 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 7, Value: 0, Desc: Lvl: 7, HP: 60 +6
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 8, Value: 0, Desc: Lvl: 8, HP: 68 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 9, Value: 0, Desc: Lvl: 9, HP: 73 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 10, Value: 0, Desc: Lvl: 10, HP: 81 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 11, Value: 0, Desc: Lvl: 11, HP: 87 +6
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 12, Value: 0, Desc: Lvl: 12, HP: 92 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 13, Value: 0, Desc: Lvl: 13, HP: 100 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 14, Value: 0, Desc: Lvl: 14, HP: 107 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 15, Value: 0, Desc: Lvl: 15, HP: 115 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 16, Value: 0, Desc: Lvl: 16, HP: 122 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 17, Value: 0, Desc: Lvl: 17, HP: 129 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 18, Value: 0, Desc: Lvl: 18, HP: 137 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 19, Value: 0, Desc: Lvl: 19, HP: 145 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 20, Value: 0, Desc: Lvl: 20, HP: 152 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 21, Value: 0, Desc: Lvl: 21, HP: 157 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 22, Value: 0, Desc: Lvl: 22, HP: 162 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 23, Value: 0, Desc: Lvl: 23, HP: 169 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 24, Value: 0, Desc: Lvl: 24, HP: 177 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 25, Value: 0, Desc: Lvl: 25, HP: 184 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 26, Value: 0, Desc: Lvl: 26, HP: 192 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 27, Value: 0, Desc: Lvl: 27, HP: 200 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 28, Value: 0, Desc: Lvl: 28, HP: 205 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 29, Value: 0, Desc: Lvl: 29, HP: 212 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 30, Value: 0, Desc: Lvl: 30, HP: 217 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 31, Value: 0, Desc: Lvl: 31, HP: 224 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 32, Value: 0, Desc: Lvl: 32, HP: 232 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 33, Value: 0, Desc: Lvl: 33, HP: 237 +5
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 34, Value: 0, Desc: Lvl: 34, HP: 243 +6
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 35, Value: 0, Desc: Lvl: 35, HP: 249 +6
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 36, Value: 0, Desc: Lvl: 36, HP: 257 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 37, Value: 0, Desc: Lvl: 37, HP: 264 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 38, Value: 0, Desc: Lvl: 38, HP: 271 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 39, Value: 0, Desc: Lvl: 39, HP: 278 +7
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 40, Value: 0, Desc: Lvl: 40, HP: 286 +8
[20:19:57] Name: dsada, Id: 48, Type: 11, Entity: 0, Amount: 41, Value: 0, Desc: Lvl: 41, HP: 291 +5
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 2, Value: 0, Desc: Lvl: 2, HP: 28 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 3, Value: 0, Desc: Lvl: 3, HP: 37 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 4, Value: 0, Desc: Lvl: 4, HP: 47 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 5, Value: 0, Desc: Lvl: 5, HP: 54 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 6, Value: 0, Desc: Lvl: 6, HP: 62 +8
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 7, Value: 0, Desc: Lvl: 7, HP: 69 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 8, Value: 0, Desc: Lvl: 8, HP: 79 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 9, Value: 0, Desc: Lvl: 9, HP: 89 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 10, Value: 0, Desc: Lvl: 10, HP: 98 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 11, Value: 0, Desc: Lvl: 11, HP: 108 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 12, Value: 0, Desc: Lvl: 12, HP: 117 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 13, Value: 0, Desc: Lvl: 13, HP: 127 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 14, Value: 0, Desc: Lvl: 14, HP: 137 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 15, Value: 0, Desc: Lvl: 15, HP: 144 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 16, Value: 0, Desc: Lvl: 16, HP: 154 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 17, Value: 0, Desc: Lvl: 17, HP: 162 +8
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 18, Value: 0, Desc: Lvl: 18, HP: 170 +8
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 19, Value: 0, Desc: Lvl: 19, HP: 177 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 20, Value: 0, Desc: Lvl: 20, HP: 186 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 21, Value: 0, Desc: Lvl: 21, HP: 194 +8
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 22, Value: 0, Desc: Lvl: 22, HP: 204 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 23, Value: 0, Desc: Lvl: 23, HP: 213 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 24, Value: 0, Desc: Lvl: 24, HP: 222 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 25, Value: 0, Desc: Lvl: 25, HP: 230 +8
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 26, Value: 0, Desc: Lvl: 26, HP: 239 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 27, Value: 0, Desc: Lvl: 27, HP: 249 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 28, Value: 0, Desc: Lvl: 28, HP: 256 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 29, Value: 0, Desc: Lvl: 29, HP: 264 +8
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 30, Value: 0, Desc: Lvl: 30, HP: 273 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 31, Value: 0, Desc: Lvl: 31, HP: 282 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 32, Value: 0, Desc: Lvl: 32, HP: 289 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 33, Value: 0, Desc: Lvl: 33, HP: 299 +10
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 34, Value: 0, Desc: Lvl: 34, HP: 306 +7
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 35, Value: 0, Desc: Lvl: 35, HP: 315 +9
[20:21:09] Name: fdsfd, Id: 49, Type: 11, Entity: 0, Amount: 36, Value: 0, Desc: Lvl: 36, HP: 323 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 2, Value: 0, Desc: Lvl: 2, HP: 25 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 3, Value: 0, Desc: Lvl: 3, HP: 30 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 4, Value: 0, Desc: Lvl: 4, HP: 38 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 5, Value: 0, Desc: Lvl: 5, HP: 46 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 6, Value: 0, Desc: Lvl: 6, HP: 53 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 7, Value: 0, Desc: Lvl: 7, HP: 60 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 8, Value: 0, Desc: Lvl: 8, HP: 66 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 9, Value: 0, Desc: Lvl: 9, HP: 72 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 10, Value: 0, Desc: Lvl: 10, HP: 77 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 11, Value: 0, Desc: Lvl: 11, HP: 85 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 12, Value: 0, Desc: Lvl: 12, HP: 90 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 13, Value: 0, Desc: Lvl: 13, HP: 97 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 14, Value: 0, Desc: Lvl: 14, HP: 103 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 15, Value: 0, Desc: Lvl: 15, HP: 109 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 16, Value: 0, Desc: Lvl: 16, HP: 116 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 17, Value: 0, Desc: Lvl: 17, HP: 122 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 18, Value: 0, Desc: Lvl: 18, HP: 127 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 19, Value: 0, Desc: Lvl: 19, HP: 134 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 20, Value: 0, Desc: Lvl: 20, HP: 140 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 21, Value: 0, Desc: Lvl: 21, HP: 148 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 22, Value: 0, Desc: Lvl: 22, HP: 156 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 23, Value: 0, Desc: Lvl: 23, HP: 161 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 24, Value: 0, Desc: Lvl: 24, HP: 169 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 25, Value: 0, Desc: Lvl: 25, HP: 175 +6
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 26, Value: 0, Desc: Lvl: 26, HP: 183 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 27, Value: 0, Desc: Lvl: 27, HP: 191 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 28, Value: 0, Desc: Lvl: 28, HP: 200 +9
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 29, Value: 0, Desc: Lvl: 29, HP: 207 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 30, Value: 0, Desc: Lvl: 30, HP: 214 +7
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 31, Value: 0, Desc: Lvl: 31, HP: 222 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 32, Value: 0, Desc: Lvl: 32, HP: 230 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 33, Value: 0, Desc: Lvl: 33, HP: 235 +5
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 34, Value: 0, Desc: Lvl: 34, HP: 244 +9
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 35, Value: 0, Desc: Lvl: 35, HP: 252 +8
[20:22:36] Name: sddsa, Id: 50, Type: 11, Entity: 0, Amount: 36, Value: 0, Desc: Lvl: 36, HP: 258 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 2, Value: 0, Desc: Lvl: 2, HP: 27 +7
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 3, Value: 0, Desc: Lvl: 3, HP: 33 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 4, Value: 0, Desc: Lvl: 4, HP: 42 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 5, Value: 0, Desc: Lvl: 5, HP: 47 +5
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 6, Value: 0, Desc: Lvl: 6, HP: 55 +8
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 7, Value: 0, Desc: Lvl: 7, HP: 63 +8
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 8, Value: 0, Desc: Lvl: 8, HP: 69 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 9, Value: 0, Desc: Lvl: 9, HP: 77 +8
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 10, Value: 0, Desc: Lvl: 10, HP: 86 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 11, Value: 0, Desc: Lvl: 11, HP: 92 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 12, Value: 0, Desc: Lvl: 12, HP: 98 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 13, Value: 0, Desc: Lvl: 13, HP: 105 +7
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 14, Value: 0, Desc: Lvl: 14, HP: 112 +7
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 15, Value: 0, Desc: Lvl: 15, HP: 121 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 16, Value: 0, Desc: Lvl: 16, HP: 130 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 17, Value: 0, Desc: Lvl: 17, HP: 136 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 18, Value: 0, Desc: Lvl: 18, HP: 145 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 19, Value: 0, Desc: Lvl: 19, HP: 150 +5
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 20, Value: 0, Desc: Lvl: 20, HP: 156 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 21, Value: 0, Desc: Lvl: 21, HP: 165 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 22, Value: 0, Desc: Lvl: 22, HP: 170 +5
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 23, Value: 0, Desc: Lvl: 23, HP: 176 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 24, Value: 0, Desc: Lvl: 24, HP: 185 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 25, Value: 0, Desc: Lvl: 25, HP: 192 +7
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 26, Value: 0, Desc: Lvl: 26, HP: 198 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 27, Value: 0, Desc: Lvl: 27, HP: 206 +8
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 28, Value: 0, Desc: Lvl: 28, HP: 212 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 29, Value: 0, Desc: Lvl: 29, HP: 220 +8
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 30, Value: 0, Desc: Lvl: 30, HP: 225 +5
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 31, Value: 0, Desc: Lvl: 31, HP: 232 +7
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 32, Value: 0, Desc: Lvl: 32, HP: 238 +6
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 33, Value: 0, Desc: Lvl: 33, HP: 246 +8
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 34, Value: 0, Desc: Lvl: 34, HP: 255 +9
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 35, Value: 0, Desc: Lvl: 35, HP: 260 +5
[20:39:44] Name: fhgfgh, Id: 53, Type: 11, Entity: 0, Amount: 36, Value: 0, Desc: Lvl: 36, HP: 267 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 2, Value: 0, Desc: Lvl: 2, HP: 26 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 3, Value: 0, Desc: Lvl: 3, HP: 33 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 4, Value: 0, Desc: Lvl: 4, HP: 40 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 5, Value: 0, Desc: Lvl: 5, HP: 46 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 6, Value: 0, Desc: Lvl: 6, HP: 51 +5
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 7, Value: 0, Desc: Lvl: 7, HP: 58 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 8, Value: 0, Desc: Lvl: 8, HP: 64 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 9, Value: 0, Desc: Lvl: 9, HP: 70 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 10, Value: 0, Desc: Lvl: 10, HP: 79 +9
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 11, Value: 0, Desc: Lvl: 11, HP: 87 +8
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 12, Value: 0, Desc: Lvl: 12, HP: 96 +9
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 13, Value: 0, Desc: Lvl: 13, HP: 101 +5
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 14, Value: 0, Desc: Lvl: 14, HP: 107 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 15, Value: 0, Desc: Lvl: 15, HP: 113 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 16, Value: 0, Desc: Lvl: 16, HP: 118 +5
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 17, Value: 0, Desc: Lvl: 17, HP: 126 +8
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 18, Value: 0, Desc: Lvl: 18, HP: 134 +8
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 19, Value: 0, Desc: Lvl: 19, HP: 140 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 20, Value: 0, Desc: Lvl: 20, HP: 147 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 21, Value: 0, Desc: Lvl: 21, HP: 156 +9
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 22, Value: 0, Desc: Lvl: 22, HP: 164 +8
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 23, Value: 0, Desc: Lvl: 23, HP: 171 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 24, Value: 0, Desc: Lvl: 24, HP: 177 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 25, Value: 0, Desc: Lvl: 25, HP: 183 +6
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 26, Value: 0, Desc: Lvl: 26, HP: 190 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 27, Value: 0, Desc: Lvl: 27, HP: 198 +8
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 28, Value: 0, Desc: Lvl: 28, HP: 205 +7
[20:48:28] Name: dsadasdfff, Id: 55, Type: 11, Entity: 0, Amount: 29, Value: 0, Desc: Lvl: 29, HP: 212 +7
